customer_state,customer_city,customer_id,customer_unique_id,customer_zip_code_prefix
SC,Bom Jesus,6cdcd721d17f36e52099be0d2a99e25b,46ad2eaee2eff1f20b8632d4929177ea,89010
SC,Jose Boiteux,ee4924a569bd574dd0b2d9b86fa0e773,4d6ca53037b523badc95efcb1c6bc8f1,89202
SP,Campo Limpo Paulista,09b186546a1f76b4b3cb9111dad590ca,5ec1fb912e02ca6a05594f9e55fe06f1,13049
SP,Embu-guacu,ef14b2612bcb6c6c79574ab9caee3a97,011733687890faf081be6fde9e7cc7a0,06810
SP,Itapira,4619dca3ccf1e57f50ba85089e2370f6,c7143a9592032729e880d38d25c39125,06654
SP,Junqueiropolis,58f7e662bb4f4196f1496f7428b5cb46,ea8c650b1f2761afa875981cb490fb16,13203
SP,Rifaina,c70629e28f9196e2b7b939613b1279f7,e568685b57089a4602f3a470c799b782,14020
SP,Sao Caetano Do Sul,213919e66e2d2d5d0982ccedaa47cc44,ee4d047e8cf84484bdb439da5c3fd3f8,09790
SP,Sao Francisco,04ebc2712225141ac34d1ba5ebee0629,4ef3ac5b2ceb281d80969e089bcc0374,13569
SP,Sao Pedro,4fc58708631af32db156af6207c3ecfb,ff1828355a33212289e2a75c97258df2,04044
SP,Sao Pedro,effd5aca956512e2f7883894b59dbe64,26cad9c9ba313f4f4883570a88f5460c,05397
SP,Sao Pedro,6343bc687a2d4cc1ecd8a4d506f1fe35,0f51488dad158188b716da8282edcb66,04571
SP,Sao Pedro,66e651cfce68db9739dc0cc641872eab,775d0889568d2ab623769e6f242f9387,02960
SP,Sao Pedro,1d7fa8ee1885a4ed8a0d46b6e276ec3a,53bbf22c8c4c4ff7da6e067f2869dbd5,01224
SP,Sao Pedro,4eca2e495967922f24cbc0600040e006,2405f1b2ab4f5660d9338425029ddb50,01546
SP,Sao Pedro,b0213548b35c4f02bc3770b0fb4469e3,15753d7a63ba3bf904c40226ab3ed61d,02835
SP,Sao Pedro,ee806345d09f89cbed254c4a290da10e,2f5310ddeaf98eafea76a45cb17a8a5a,04549
SP,Taciba,5574d7d4f5bdc8e1c7cd5d7a1429a333,cda5769012f0105f1933a760b43ba1cd,06763
SP,Varzea Paulista,86dd58b3189747a15712e95a52fb7946,0e922f6fc526a5e89ae5b96df681a792,06730
